ROW,STRATA_ID,SLOPE_CAT,LU_CAT,SLOPE_RANGE,ENV_RANGE,LU_RANGE,clc_level3,clc_level2,clc_level1,LEVEL_LU,ENV_CAT_CODE,ENV_CAT,LULUCF_CODE,LULUCF_DESCRIPTION,LULUCF_CODE_L2,LULUCF_DESCRIPTION_L2
1561,455,STEEP,Heterogeneous_agro,"[30, 1000]",6,243,Agriculture mosaics with significant natural vegetation,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,ACL,Arable cropland
1562,455,STEEP,Heterogeneous_agro,"[30, 1000]",6,244,Agro-forestry areas,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,CON,Continental,CL,Cropland,AFCL,Agroforestry cropland
1563,456,STEEP,Broadleaved_forest,"[30, 1000]",6,311,Broad-leaved forest,Forests,Forest and semi natural areas,SOC_classif,CON,Continental,FL,Forest land,FL,Forest land
1564,457,STEEP,Coniferous_forest,"[30, 1000]",6,312,Coniferous forest,Forests,Forest and semi natural areas,SOC_classif,CON,Continental,FL,Forest land,FL,Forest land
1565,458,STEEP,Mixed_forest,"[30, 1000]",6,313,Mixed forest,Forests,Forest and semi natural areas,SOC_classif,CON,Continental,FL,Forest land,FL,Forest land
1566,459,STEEP,Natural_grassland,"[30, 1000]",6,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,CON,Continental,GL,Grassland,GL,Grassland
1567,460,STEEP,Moors_heathland,"[30, 1000]",6,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,CON,Continental,GL,Grassland,GL,Grassland
1568,461,STEEP,Sclerophyllous_veg,"[30, 1000]",6,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,CON,Continental,GL,Grassland,GL,Grassland
1569,462,STEEP,Transitional_woodland_shrub,"[30, 1000]",6,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,CON,Continental,FL,Forest land,FL,Forest land
1570,463,STEEP,Open_spaces_little_no_veg,"[30, 1000]",6,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,CON,Continental,OL,Other land,OL,Other land
1571,463,STEEP,Open_spaces_little_no_veg,"[30, 1000]",6,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,CON,Continental,OL,Other land,OL,Other land
1572,463,STEEP,Open_spaces_little_no_veg,"[30, 1000]",6,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,CON,Continental,OL,Other land,OL,Other land
1573,463,STEEP,Open_spaces_little_no_veg,"[30, 1000]",6,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,CON,Continental,FL,Forest land,FL,Forest land
1574,463,STEEP,Open_spaces_little_no_veg,"[30, 1000]",6,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,CON,Continental,OL,Other land,OL,Other land
1575,464,STEEP,Wetlands,"[30, 1000]",6,411,Inland marshes,Inland wetlands,Wetlands,SOC_classif,CON,Continental,WL,Wetlands,WL,Wetlands
1576,464,STEEP,Wetlands,"[30, 1000]",6,412,Peat bogs,Inland wetlands,Wetlands,SOC_classif,CON,Continental,WL,Wetlands,WL,Wetlands
1577,464,STEEP,Wetlands,"[30, 1000]",6,421,Salt marshes,Coastal wetlands,Wetlands,SOC_classif,CON,Continental,WL,Wetlands,WL,Wetlands
1578,464,STEEP,Wetlands,"[30, 1000]",6,422,Salines,Coastal wetlands,Wetlands,SOC_classif,CON,Continental,WL,Wetlands,WL,Wetlands
1579,464,STEEP,Wetlands,"[30, 1000]",6,423,Intertidal flats,Coastal wetlands,Wetlands,SOC_classif,CON,Continental,WL,Wetlands,WL,Wetlands
1580,464,STEEP,Wetlands,"[30, 1000]",6,511,Water courses,Inland waters,Water bodies,SOC_classif,CON,Continental,WL,Wetlands,WL,Wetlands
1581,464,STEEP,Wetlands,"[30, 1000]",6,512,Water bodies,Inland waters,Water bodies,SOC_classif,CON,Continental,WL,Wetlands,WL,Wetlands
1582,464,STEEP,Wetlands,"[30, 1000]",6,521,Coastal lagoons,Coastal waters,Water bodies,SOC_classif,CON,Continental,WL,Wetlands,WL,Wetlands
1583,464,STEEP,Wetlands,"[30, 1000]",6,522,Estuaries,Coastal waters,Water bodies,SOC_classif,CON,Continental,WL,Wetlands,WL,Wetlands
1584,464,STEEP,Wetlands,"[30, 1000]",6,523,Sea and Ocean,Coastal waters,Water bodies,SOC_classif,CON,Continental,WL,Wetlands,WL,Wetlands
1585,465,STEEP,Artificial_surfaces,"[30, 1000]",7,111,Continuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,ATC,Atlantic_central,SL,Settlements,SL,Settlements
1586,465,STEEP,Artificial_surfaces,"[30, 1000]",7,112,Discontinuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,ATC,Atlantic_central,SL,Settlements,SL,Settlements
1587,465,STEEP,Artificial_surfaces,"[30, 1000]",7,121,Industrial or commercial units,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ATC,Atlantic_central,SL,Settlements,SL,Settlements
1588,465,STEEP,Artificial_surfaces,"[30, 1000]",7,122,Road and rail networks and associated land,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ATC,Atlantic_central,SL,Settlements,SL,Settlements
1589,465,STEEP,Artificial_surfaces,"[30, 1000]",7,123,Port areas,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ATC,Atlantic_central,SL,Settlements,SL,Settlements
1590,465,STEEP,Artificial_surfaces,"[30, 1000]",7,124,Airports,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ATC,Atlantic_central,SL,Settlements,SL,Settlements
1591,465,STEEP,Artificial_surfaces,"[30, 1000]",7,131,Mineral extraction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ATC,Atlantic_central,SL,Settlements,SL,Settlements
1592,465,STEEP,Artificial_surfaces,"[30, 1000]",7,132,Dump sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ATC,Atlantic_central,SL,Settlements,SL,Settlements
1593,465,STEEP,Artificial_surfaces,"[30, 1000]",7,133,Construction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ATC,Atlantic_central,SL,Settlements,SL,Settlements
1594,465,STEEP,Artificial_surfaces,"[30, 1000]",7,141,Green urban areas,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,ATC,Atlantic_central,SL,Settlements,SL,Settlements
1595,465,STEEP,Artificial_surfaces,"[30, 1000]",7,142,Sport and leisure facilities,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,ATC,Atlantic_central,SL,Settlements,SL,Settlements
1596,465,STEEP,Artificial_surfaces,"[30, 1000]",9,111,Continuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,LUS,Lusitanian,SL,Settlements,SL,Settlements
1597,465,STEEP,Artificial_surfaces,"[30, 1000]",9,112,Discontinuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,LUS,Lusitanian,SL,Settlements,SL,Settlements
1598,465,STEEP,Artificial_surfaces,"[30, 1000]",9,121,Industrial or commercial units,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,LUS,Lusitanian,SL,Settlements,SL,Settlements
1599,465,STEEP,Artificial_surfaces,"[30, 1000]",9,122,Road and rail networks and associated land,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,LUS,Lusitanian,SL,Settlements,SL,Settlements
1600,465,STEEP,Artificial_surfaces,"[30, 1000]",9,123,Port areas,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,LUS,Lusitanian,SL,Settlements,SL,Settlements
1601,465,STEEP,Artificial_surfaces,"[30, 1000]",9,124,Airports,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,LUS,Lusitanian,SL,Settlements,SL,Settlements
1602,465,STEEP,Artificial_surfaces,"[30, 1000]",9,131,Mineral extraction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,LUS,Lusitanian,SL,Settlements,SL,Settlements
1603,465,STEEP,Artificial_surfaces,"[30, 1000]",9,132,Dump sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,LUS,Lusitanian,SL,Settlements,SL,Settlements
1604,465,STEEP,Artificial_surfaces,"[30, 1000]",9,133,Construction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,LUS,Lusitanian,SL,Settlements,SL,Settlements
1605,465,STEEP,Artificial_surfaces,"[30, 1000]",9,141,Green urban areas,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,LUS,Lusitanian,SL,Settlements,SL,Settlements
1606,465,STEEP,Artificial_surfaces,"[30, 1000]",9,142,Sport and leisure facilities,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,LUS,Lusitanian,SL,Settlements,SL,Settlements
1607,466,STEEP,Non_irrigated_arable_land,"[30, 1000]",7,211,Non-irrigated arable land,Arable land,Agricultural areas,SOC_classif,ATC,Atlantic_central,CL,Cropland,ACL,Arable cropland
1608,466,STEEP,Non_irrigated_arable_land,"[30, 1000]",9,211,Non-irrigated arable land,Arable land,Agricultural areas,SOC_classif,LUS,Lusitanian,CL,Cropland,ACL,Arable cropland
1609,467,STEEP,Permanently_irrigated_arable_land,"[30, 1000]",7,212,Permanently irrigated land,Arable land,Agricultural areas,SOC_classif,ATC,Atlantic_central,CL,Cropland,ACL,Arable cropland
1610,467,STEEP,Permanently_irrigated_arable_land,"[30, 1000]",9,212,Permanently irrigated land,Arable land,Agricultural areas,SOC_classif,LUS,Lusitanian,CL,Cropland,ACL,Arable cropland
1611,468,STEEP,Rice_fields,"[30, 1000]",7,213,Rice fields,Arable land,Agricultural areas,SOC_classif,ATC,Atlantic_central,CL,Cropland,ACL,Arable cropland
1612,468,STEEP,Rice_fields,"[30, 1000]",9,213,Rice fields,Arable land,Agricultural areas,SOC_classif,LUS,Lusitanian,CL,Cropland,ACL,Arable cropland
1613,469,STEEP,Permanent_crops,"[30, 1000]",7,221,Vineyards,Permanent crops,Agricultural areas,SOC_classif,ATC,Atlantic_central,CL,Cropland,PCL,Permanent cropland
1614,469,STEEP,Permanent_crops,"[30, 1000]",7,222,Fruit trees and berry plantations,Permanent crops,Agricultural areas,SOC_classif,ATC,Atlantic_central,CL,Cropland,PCL,Permanent cropland
1615,469,STEEP,Permanent_crops,"[30, 1000]",7,223,Olive groves,Permanent crops,Agricultural areas,SOC_classif,ATC,Atlantic_central,CL,Cropland,PCL,Permanent cropland
1616,469,STEEP,Permanent_crops,"[30, 1000]",9,221,Vineyards,Permanent crops,Agricultural areas,SOC_classif,LUS,Lusitanian,CL,Cropland,PCL,Permanent cropland
1617,469,STEEP,Permanent_crops,"[30, 1000]",9,222,Fruit trees and berry plantations,Permanent crops,Agricultural areas,SOC_classif,LUS,Lusitanian,CL,Cropland,PCL,Permanent cropland
1618,469,STEEP,Permanent_crops,"[30, 1000]",9,223,Olive groves,Permanent crops,Agricultural areas,SOC_classif,LUS,Lusitanian,CL,Cropland,PCL,Permanent cropland
1619,470,STEEP,Pasture,"[30, 1000]",7,231,Pastures,Pastures,Agricultural areas,SOC_classif,ATC,Atlantic_central,GL,Grassland,GL,Grassland
1620,470,STEEP,Pasture,"[30, 1000]",9,231,Pastures,Pastures,Agricultural areas,SOC_classif,LUS,Lusitanian,GL,Grassland,GL,Grassland
1621,471,STEEP,Heterogeneous_agro,"[30, 1000]",7,241,Annual crops associated with permanent crops,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ATC,Atlantic_central,CL,Cropland,ACL,Arable cropland
1622,471,STEEP,Heterogeneous_agro,"[30, 1000]",7,242,Complex cultivation patterns,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ATC,Atlantic_central,CL,Cropland,ACL,Arable cropland
1623,471,STEEP,Heterogeneous_agro,"[30, 1000]",7,243,Agriculture mosaics with significant natural vegetation,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ATC,Atlantic_central,CL,Cropland,ACL,Arable cropland
1624,471,STEEP,Heterogeneous_agro,"[30, 1000]",7,244,Agro-forestry areas,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ATC,Atlantic_central,CL,Cropland,AFCL,Agroforestry cropland
1625,471,STEEP,Heterogeneous_agro,"[30, 1000]",9,241,Annual crops associated with permanent crops,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,LUS,Lusitanian,CL,Cropland,ACL,Arable cropland
1626,471,STEEP,Heterogeneous_agro,"[30, 1000]",9,242,Complex cultivation patterns,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,LUS,Lusitanian,CL,Cropland,ACL,Arable cropland
1627,471,STEEP,Heterogeneous_agro,"[30, 1000]",9,243,Agriculture mosaics with significant natural vegetation,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,LUS,Lusitanian,CL,Cropland,ACL,Arable cropland
1628,471,STEEP,Heterogeneous_agro,"[30, 1000]",9,244,Agro-forestry areas,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,LUS,Lusitanian,CL,Cropland,AFCL,Agroforestry cropland
1629,472,STEEP,Broadleaved_forest,"[30, 1000]",7,311,Broad-leaved forest,Forests,Forest and semi natural areas,SOC_classif,ATC,Atlantic_central,FL,Forest land,FL,Forest land
1630,472,STEEP,Broadleaved_forest,"[30, 1000]",9,311,Broad-leaved forest,Forests,Forest and semi natural areas,SOC_classif,LUS,Lusitanian,FL,Forest land,FL,Forest land
1631,473,STEEP,Coniferous_forest,"[30, 1000]",7,312,Coniferous forest,Forests,Forest and semi natural areas,SOC_classif,ATC,Atlantic_central,FL,Forest land,FL,Forest land
1632,473,STEEP,Coniferous_forest,"[30, 1000]",9,312,Coniferous forest,Forests,Forest and semi natural areas,SOC_classif,LUS,Lusitanian,FL,Forest land,FL,Forest land
1633,474,STEEP,Mixed_forest,"[30, 1000]",7,313,Mixed forest,Forests,Forest and semi natural areas,SOC_classif,ATC,Atlantic_central,FL,Forest land,FL,Forest land
1634,474,STEEP,Mixed_forest,"[30, 1000]",9,313,Mixed forest,Forests,Forest and semi natural areas,SOC_classif,LUS,Lusitanian,FL,Forest land,FL,Forest land
1635,475,STEEP,Natural_grassland,"[30, 1000]",7,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ATC,Atlantic_central,GL,Grassland,GL,Grassland
1636,475,STEEP,Natural_grassland,"[30, 1000]",9,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,LUS,Lusitanian,GL,Grassland,GL,Grassland
1637,476,STEEP,Moors_heathland,"[30, 1000]",7,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ATC,Atlantic_central,GL,Grassland,GL,Grassland
1638,476,STEEP,Moors_heathland,"[30, 1000]",9,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,LUS,Lusitanian,GL,Grassland,GL,Grassland
1639,477,STEEP,Sclerophyllous_veg,"[30, 1000]",7,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ATC,Atlantic_central,GL,Grassland,GL,Grassland
1640,477,STEEP,Sclerophyllous_veg,"[30, 1000]",9,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,LUS,Lusitanian,GL,Grassland,GL,Grassland
1641,478,STEEP,Transitional_woodland_shrub,"[30, 1000]",7,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ATC,Atlantic_central,FL,Forest land,FL,Forest land
1642,478,STEEP,Transitional_woodland_shrub,"[30, 1000]",9,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,LUS,Lusitanian,FL,Forest land,FL,Forest land
1643,479,STEEP,Open_spaces_little_no_veg,"[30, 1000]",7,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ATC,Atlantic_central,OL,Other land,OL,Other land
1644,479,STEEP,Open_spaces_little_no_veg,"[30, 1000]",7,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ATC,Atlantic_central,OL,Other land,OL,Other land
1645,479,STEEP,Open_spaces_little_no_veg,"[30, 1000]",7,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ATC,Atlantic_central,OL,Other land,OL,Other land
1646,479,STEEP,Open_spaces_little_no_veg,"[30, 1000]",7,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ATC,Atlantic_central,FL,Forest land,FL,Forest land
1647,479,STEEP,Open_spaces_little_no_veg,"[30, 1000]",7,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ATC,Atlantic_central,OL,Other land,OL,Other land
1648,479,STEEP,Open_spaces_little_no_veg,"[30, 1000]",9,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,LUS,Lusitanian,OL,Other land,OL,Other land
1649,479,STEEP,Open_spaces_little_no_veg,"[30, 1000]",9,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,LUS,Lusitanian,OL,Other land,OL,Other land
1650,479,STEEP,Open_spaces_little_no_veg,"[30, 1000]",9,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,LUS,Lusitanian,OL,Other land,OL,Other land
1651,479,STEEP,Open_spaces_little_no_veg,"[30, 1000]",9,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,LUS,Lusitanian,FL,Forest land,FL,Forest land
1652,479,STEEP,Open_spaces_little_no_veg,"[30, 1000]",9,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,LUS,Lusitanian,OL,Other land,OL,Other land
1653,480,STEEP,Wetlands,"[30, 1000]",7,411,Inland marshes,Inland wetlands,Wetlands,SOC_classif,ATC,Atlantic_central,WL,Wetlands,WL,Wetlands
1654,480,STEEP,Wetlands,"[30, 1000]",7,412,Peat bogs,Inland wetlands,Wetlands,SOC_classif,ATC,Atlantic_central,WL,Wetlands,WL,Wetlands
1655,480,STEEP,Wetlands,"[30, 1000]",7,421,Salt marshes,Coastal wetlands,Wetlands,SOC_classif,ATC,Atlantic_central,WL,Wetlands,WL,Wetlands
1656,480,STEEP,Wetlands,"[30, 1000]",7,422,Salines,Coastal wetlands,Wetlands,SOC_classif,ATC,Atlantic_central,WL,Wetlands,WL,Wetlands
1657,480,STEEP,Wetlands,"[30, 1000]",7,423,Intertidal flats,Coastal wetlands,Wetlands,SOC_classif,ATC,Atlantic_central,WL,Wetlands,WL,Wetlands
1658,480,STEEP,Wetlands,"[30, 1000]",7,511,Water courses,Inland waters,Water bodies,SOC_classif,ATC,Atlantic_central,WL,Wetlands,WL,Wetlands
1659,480,STEEP,Wetlands,"[30, 1000]",7,512,Water bodies,Inland waters,Water bodies,SOC_classif,ATC,Atlantic_central,WL,Wetlands,WL,Wetlands
1660,480,STEEP,Wetlands,"[30, 1000]",7,521,Coastal lagoons,Coastal waters,Water bodies,SOC_classif,ATC,Atlantic_central,WL,Wetlands,WL,Wetlands
1661,480,STEEP,Wetlands,"[30, 1000]",7,522,Estuaries,Coastal waters,Water bodies,SOC_classif,ATC,Atlantic_central,WL,Wetlands,WL,Wetlands
1662,480,STEEP,Wetlands,"[30, 1000]",7,523,Sea and Ocean,Coastal waters,Water bodies,SOC_classif,ATC,Atlantic_central,WL,Wetlands,WL,Wetlands
1663,480,STEEP,Wetlands,"[30, 1000]",9,411,Inland marshes,Inland wetlands,Wetlands,SOC_classif,LUS,Lusitanian,WL,Wetlands,WL,Wetlands
1664,480,STEEP,Wetlands,"[30, 1000]",9,412,Peat bogs,Inland wetlands,Wetlands,SOC_classif,LUS,Lusitanian,WL,Wetlands,WL,Wetlands
1665,480,STEEP,Wetlands,"[30, 1000]",9,421,Salt marshes,Coastal wetlands,Wetlands,SOC_classif,LUS,Lusitanian,WL,Wetlands,WL,Wetlands
1666,480,STEEP,Wetlands,"[30, 1000]",9,422,Salines,Coastal wetlands,Wetlands,SOC_classif,LUS,Lusitanian,WL,Wetlands,WL,Wetlands
1667,480,STEEP,Wetlands,"[30, 1000]",9,423,Intertidal flats,Coastal wetlands,Wetlands,SOC_classif,LUS,Lusitanian,WL,Wetlands,WL,Wetlands
1668,480,STEEP,Wetlands,"[30, 1000]",9,511,Water courses,Inland waters,Water bodies,SOC_classif,LUS,Lusitanian,WL,Wetlands,WL,Wetlands
